name,description,rating,price,,availability,product_url,listing_page_url
Dragonfly Percussion Silicone small RBI-SWS,"Aprilie 2022 / 541273 / 1 bucată(ăţi) / Silicone / Plastics, Synthetics / Intermediate",,199.00,199.00,la cerere,https://www.thomann.de/ro/dragonfly_percussion_silicone_small_rbi_sws.htm?type=category,https://www.thomann.de/ro/maciuci_pt_singing_bowl_uri3.html?pg=2
Studio 49 CS5 Beater for Xylophone,Octombrie 2010 / 254748 / 1 bucată(ăţi) / Hard / Plastic / Plastic / Soprano Mallets,4.0 din 5 stele din 3 evaluări ale clienților,71.00,71.00,în stoc,https://www.thomann.de/ro/studio_49_cs5_beater_for_xylophone.htm?type=category,https://www.thomann.de/ro/maciuci_pt_instrumente_educationale1.html?pg=2
Vic Firth MT1A Corpsmaster,Noiembrie 2021 / 523798 / 1 bucată(ăţi) / Tenor Drum / Extra Hard / Nylon / Aluminium,5.0 din 5 stele din 1 evaluări ale clienților,177.00,177.00,în stoc,https://www.thomann.de/ro/vic_firth_mt1a_corpsmaster.htm?type=category,https://www.thomann.de/ro/bete_si_maciuci_pt_instrumente_de_fanfara2.html?pg=2
Meinl SB310 5A Fixed Wire Brush,Septembrie 2023 / 574591 / 1 bucată(ăţi) / Metal / Yes / No,,184.00,184.00,în stoc,https://www.thomann.de/ro/meinl_sb310_5a_fixed_wire_brush.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Schlagwerk BRC 04 Cajon Brush #4 Brush,Mai 2011 / 265259 / 1 bucată(ăţi) / Wood / Yes / No,4.5 din 5 stele din 79 evaluări ale clienților,85.00,85.00,în stoc,https://www.thomann.de/ro/schlagwerk_brc_04_cajon_brush_4_buerste.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Vic Firth RM4 Remix Brushes Rattan Birch,Decembrie 2019 / 481051 / 1 bucată(ăţi) / Birch / No / No,5.0 din 5 stele din 2 evaluări ale clienților,227.00,227.00,în stoc,https://www.thomann.de/ro/vic_firth_rm4_remix_brushes_rattan_birch.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
"Zultan 12"" Heritage Splash","Octombrie 2017 / 422432 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",5.0 din 5 stele din 1 evaluări ale clienților,739.00,739.00,în stoc,https://www.thomann.de/ro/zultan_12_heritage_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_12_inci.html?pg=2
Meinl SB302 7A Fixed Wire Brush,Octombrie 2018 / 443509 / 1 bucată(ăţi) / Metal / Yes / No,4.3 din 5 stele din 3 evaluări ale clienților,175.00,175.00,în stoc,https://www.thomann.de/ro/meinl_sb302_7a_fixed_wire_brush.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Meinl SB301 Compact Wire Brush,Octombrie 2018 / 443508 / 1 bucată(ăţi) / Metal / No / No,3.0 din 5 stele din 1 evaluări ale clienților,175.00,175.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/meinl_sb301_compact_wire_brush.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Meinl SB309 Vintage Wire Brush,Februarie 2022 / 537208 / 1 bucată(ăţi) / Metal / No / Yes,4.8 din 5 stele din 4 evaluări ale clienților,189.00,189.00,în stoc,https://www.thomann.de/ro/meinl_sb309_vintage_wire_brush.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Meinl Bamboo Brush,Iulie 2018 / 443568 / 1 bucată(ăţi) / Wood / No / No,4.5 din 5 stele din 15 evaluări ale clienților,114.00,114.00,în stoc,https://www.thomann.de/ro/meinl_bamboo_brush.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Vater Poly Brush,Octombrie 2021 / 529688 / 1 bucată(ăţi) / Plastic / No / Yes,3.0 din 5 stele din 2 evaluări ale clienților,199.00,199.00,în stoc,https://www.thomann.de/ro/vater_poly_brush.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
Kuppmen TwigStik Flat,Septembrie 2024 / 600030 / 1 bucată(ăţi) / Wood / No / No,,229.00,229.00,în stoc,https://www.thomann.de/ro/kuppmen_twigstik_flat.htm?type=category,https://www.thomann.de/ro/periute.html?pg=2
"Paiste 10"" 602 Mod. Essential B-Stock","Iunie 2013 / 621215 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",,1079.00,1079.00,în stoc,https://www.thomann.de/ro/paiste_10_602_mod_essential_b_stock.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Istanbul Mehmet 10"" Black Bell Splash","Aprilie 2019 / 463269 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",5.0 din 5 stele din 1 evaluări ale clienților,689.00,689.00,în stoc,https://www.thomann.de/ro/istanbul_mehmet_10_black_bell_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Meinl 10"" Byzance Dark Splash","Iulie 2008 / 214278 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",4.9 din 5 stele din 9 evaluări ale clienților,888.00,888.00,în stoc,https://www.thomann.de/ro/meinl_10_byzance_dark_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Zultan 10"" Mellow Splash","Iulie 2023 / 561610 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",5.0 din 5 stele din 1 evaluări ale clienților,659.00,659.00,în stoc,https://www.thomann.de/ro/zultan_10_mellow_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Ufip 10"" FX Power Splash","Octombrie 2017 / 424266 / 1 bucată(ăţi) / Yes / Brilliant, Glossy / B20 Bronze",5.0 din 5 stele din 2 evaluări ale clienților,735.00,735.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/ufip_10_bionic_series_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Sabian 10"" B8X Splash","Mai 2015 / 363250 / 1 bucată(ăţi) / No / Regular, Traditional / B8 Bronze",4.3 din 5 stele din 6 evaluări ale clienților,539.00,539.00,în stoc,https://www.thomann.de/ro/sabian_10_b8x_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Sabian 10"" AAX O-Zone Splash","Aprilie 2007 / 113228 / 1 bucată(ăţi) / Yes / Brilliant, Glossy / B20 Bronze",4.4 din 5 stele din 16 evaluări ale clienților,1135.00,1135.00,în stoc,https://www.thomann.de/ro/sabian_10_aax_ozone_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Sabian 10"" Stratus Splash","Mai 2024 / 591574 / 1 bucată(ăţi) / Yes / Brilliant, Glossy / B20 Bronze",,868.00,868.00,la cerere,https://www.thomann.de/ro/sabian_10_stratus_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Sabian 10"" FRX Splash","Martie 2020 / 489465 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",4.8 din 5 stele din 5 evaluări ale clienților,1099.00,1099.00,în stoc,https://www.thomann.de/ro/sabian_10_frx_splash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Meinl 10"" Classics Cust. D.Tr.Spash","August 2020 / 501508 / 1 bucată(ăţi) / No / Brilliant, Glossy / B12 Bronze",4.6 din 5 stele din 5 evaluări ale clienților,459.00,459.00,în stoc,https://www.thomann.de/ro/meinl_10_classics_cust_d_tr.spash.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Istanbul Mehmet 10"" Splash Traditional Series","Octombrie 2013 / 311522 / 1 bucată(ăţi) / Yes / Regular, Traditional / B20 Bronze",4.6 din 5 stele din 7 evaluări ale clienților,679.00,679.00,Disponibil in în aproximativ o săptămână,https://www.thomann.de/ro/istanbul_mehmet_10_splash_traditional_series.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
"Istanbul Mehmet 10"" Splash IMC Natural",Ianuarie 2025 / 609360 / 1 bucată(ăţi) / No / Natural / B20 Bronze,,419.00,419.00,în stoc,https://www.thomann.de/ro/istanbul_mehmet_10_splash_imc_natural.htm?type=category,https://www.thomann.de/ro/splash-uri_10_inci.html?pg=2
Tama STAR Drum Bubinga Set SAC,"Iulie 2023 / 569063 / 1 bucată(ăţi) / 22"" / 2 / 2 / Bubinga / Lacquer, High glossy / Brown / No / No / Yes / Chrome / No / Paint, high-gloss",,"36,29",36290.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/tama_star_drum_bubinga_set_sac.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
Tama STAR Drum Maple Set ROLC,"Noiembrie 2024 / 604292 / 1 bucată(ăţi) / 22"" / 2 / 2 / Maple / Lacquer, High glossy / Blue / No / No / No / Chrome / No / Paint, high-gloss",5.0 din 5 stele din 1 evaluări ale clienților,"36,29",36290.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/tama_star_drum_maple_set_rolc.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
DW Finish Ply 22 Creme Oyster,"Ianuarie 2022 / 535443 / 1 bucată(ăţi) / 22"" / 2 / 1 / Maple / Film / Creme / No / No / No / Chrome / No",,"24,49",24490.00,în stoc,https://www.thomann.de/ro/dw_finish_ply_22_creme_oyster.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
Gretsch Drums US Custom 1up1down WMP,"Iunie 2022 / 543910 / 1 bucată(ăţi) / 20"" / 1 / 1 / Maple / Film / White / No / No / No / Chrome / No",,"23,99",23990.00,în stoc,https://www.thomann.de/ro/gretsch_drums_us_custom_1up1down_wmp.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
Gretsch Drums Broadkaster SB Deep Black,"Noiembrie 2023 / 575141 / 1 bucată(ăţi) / 24"" / 1 / 1 / Maple, Poplar / Film / Black / No / No / No / Chrome / No",,"24,49",24490.00,în stoc,https://www.thomann.de/ro/gretsch_drums_broadkaster_sb_deep_black.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
DW Satin Oil Shell Set Amber,"Februarie 2022 / 529454 / 1 bucată(ăţi) / 22"" / 2 / 1 / Maple / Paint, matt / Amber / No / No / No / Nickel / No / Lacquer, Matt",,"27,09",27090.00,în stoc,https://www.thomann.de/ro/dw_satin_oil_shell_set_amber.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
Zebra Drums Studio London Plane Tree Set,"Martie 2023 / 550518 / 1 bucată(ăţi) / 20"" / 2 / 1 / Plane Wood / Paint, matt / Black / No / No / No / Chrome / No / Lacquer, Matt",,"30,59",30590.00,în stoc,https://www.thomann.de/ro/zebra_drums_studio_london_plane_tree_set.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
Yamaha Absolute Hybrid Standard -WLN,"Aprilie 2014 / 332996 / 1 bucată(ăţi) / 22"" / 2 / 1 / Maple, Wenge / Paint, high-gloss / Brown / No / No / No / Chrome / No / Lacquer, High glossy",,18555.00,18555.00,în stoc,https://www.thomann.de/ro/yamaha_absolute_hybrid_standard_wln.htm?type=category,https://www.thomann.de/ro/seturi_de_tobe_premium.html?pg=3
"Tama 14""x6,5"" Woodworks Snare - BOW","Ianuarie 2020 / 483214 / 1 bucată(ăţi) / 6,5"" / Black / No / No / foil / Poplar / No / Black",4.6 din 5 stele din 7 evaluări ale clienților,685.00,685.00,în stoc,https://www.thomann.de/ro/tama_14_x65_woodworks_snare_bow.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Ludwig 14""x6,5"" Continental Snare S.","Decembrie 2023 / 578121 / 1 bucată(ăţi) / 6,5"" / Silver / Yes / No / foil / Maple, Agathis / No / Chrome",,1935.00,1935.00,în stoc,https://www.thomann.de/ro/ludwig_14x65_continental_snare_s.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Sonor 14""x6,5"" Vintage Snare Black","Februarie 2021 / 512263 / 1 bucată(ăţi) / 6,5"" / Black / No / No / Lacquer, Matt / Beech / No / Chrome",,3555.00,3555.00,Disponibil in 6-8 Saptamani,https://www.thomann.de/ro/sonor_14_x65_vintage_snare_black.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Yamaha Stage Custom 14""x5,5"" Snare CR","Iulie 2020 / 498928 / 1 bucată(ăţi) / 5,5"" / Red / No / No / Lacquer, High Gloss / Birch / No / Chrome",5.0 din 5 stele din 1 evaluări ale clienților,873.00,873.00,în stoc,https://www.thomann.de/ro/yamaha_stage_custom_14_x55_snare_cr.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Tama 14""x6,5"" Woodworks Snare - NZW","Ianuarie 2020 / 483212 / 1 bucată(ăţi) / 6,5"" / White / No / No / foil / Poplar / No / Black",4.9 din 5 stele din 9 evaluări ale clienților,666.00,666.00,în stoc,https://www.thomann.de/ro/tama_14_x65_woodworks_snare_nzw.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Tama 14""x06"" Starphonic Spruce","Aprilie 2025 / 606476 / 1 bucată(ăţi) / 6"" / Natural / No / No / Lacquer, Matt / Spruce / No / Chrome",,"2,89",2890.00,în stoc,https://www.thomann.de/ro/tama_14x06_starphonic_spruce.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Yamaha Stage Custom 14""x5,5"" Sn. MSG","Iunie 2023 / 568200 / 1 bucată(ăţi) / 5,5"" / Green / No / No / Lacquer, Matt / Birch / No / Chrome",5.0 din 5 stele din 1 evaluări ale clienților,873.00,873.00,Disponibil in 6-8 Saptamani,https://www.thomann.de/ro/yamaha_stage_custom_14_x55_sn._msg.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Pearl PMX 14""x6,5"" Snare #448","Mai 2023 / 566960 / 1 bucată(ăţi) / 14"" / White / No / No / Lacquer, High Gloss / Maple / No / Chrome",,2069.00,2069.00,la cerere,https://www.thomann.de/ro/pearl_pmx_14_x65_snare_448.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Gretsch Drums 14""x6,5"" Snare Brooklyn Gold","Martie 2019 / 454632 / 1 bucată(ăţi) / 6,5"" / Gold / Yes / No / foil / Maple, Poplar / No / Chrome",5.0 din 5 stele din 1 evaluări ale clienților,3777.00,3777.00,în stoc,https://www.thomann.de/ro/gretsch_14_x65_snare_brooklyn_gold.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"DW Satin Oil 14""x05"" Snare","Noiembrie 2011 / 246820 / 1 bucată(ăţi) / 5"" / Natural / No / No / Lacquer, Matt / Maple / No / Chrome, Satin",5.0 din 5 stele din 4 evaluări ale clienților,"4,09",4090.00,în stoc,https://www.thomann.de/ro/dw_satin_oil_14_x05_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Pearl 14""x5,5"" Session St. Sel. #103","Aprilie 2018 / 435893 / 1 bucată(ăţi) / 5,5"" / Black / No / No / Lacquer, High Gloss / Birch, Mahogany / No / Chrome",5.0 din 5 stele din 1 evaluări ale clienților,"2,09",2090.00,la cerere,https://www.thomann.de/ro/pearl_14_x55_session_st_sel._103.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Mapex 14""x5,5"" Nucleus Snare","Iulie 2020 / 497118 / 1 bucată(ăţi) / 5,5"" / Black / No / No / Lacquer, High Gloss / Maple, Walnut / No / Chrome",5.0 din 5 stele din 1 evaluări ale clienților,"1,99",1990.00,în stoc,https://www.thomann.de/ro/mapex_14_x55_nucleus_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Mapex 14""x5,5"" DL""The Machine"" Snare","Octombrie 2020 / 504089 / 1 bucată(ăţi) / 5,5"" / Natural / No / No / Lacquer, Matt / Maple, Walnut / No / Brushed Black",5.0 din 5 stele din 1 evaluări ale clienților,"3,89",3890.00,în stoc,https://www.thomann.de/ro/mapex_14_x55_dl_the_machine_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Pearl PMX 14""x6,5"" Snare #414","Mai 2023 / 566954 / 1 bucată(ăţi) / 14"" / Blue / No / No / Lacquer, High Gloss / Maple / No / Chrome",,2069.00,2069.00,la cerere,https://www.thomann.de/ro/pearl_pmx_14x65_snare_414.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
Tama PMM146 Starphonic Maple,"Noiembrie 2009 / 238222 / 1 bucată(ăţi) / 6"" / Natural / No / No / Lacquer, Matt / Maple / No / Chrome",4.8 din 5 stele din 30 evaluări ale clienților,2999.00,2999.00,în stoc,https://www.thomann.de/ro/tama_pmm146_starphonic_maple.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
Tama LGB146-NQB Sound Lab Snare,"August 2023 / 278777 / 1 bucată(ăţi) / 6"" / Brown / No / No / Lacquer, High Gloss / Bubinga / No / Black Nickel",4.7 din 5 stele din 21 evaluări ale clienților,2444.00,2444.00,în stoc,https://www.thomann.de/ro/tama_lgb146_nqb_sound_lab_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"DW 14""x06"" Design White Gloss SD","Ianuarie 2024 / 583408 / 1 bucată(ăţi) / 6"" / White / No / No / Lacquer, High Gloss / Maple / No / Chrome",,2111.00,2111.00,Disponibil în câteva luni,https://www.thomann.de/ro/dw_14x06_design_white_gloss_sd.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"DrumCraft Series 6 14""x5,5"" Snare -SBB","Ianuarie 2023 / 543719 / 1 bucată(ăţi) / 5,5"" / Blue / No / Yes / Lacquer, Matt / Maple, Walnut / No / Satin Chrome",5.0 din 5 stele din 3 evaluări ale clienților,839.00,839.00,în stoc,https://www.thomann.de/ro/drumcraft_series_6_14_x55_snare_sbb.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
Tama PBC146 Starphonic Bubinga,"Noiembrie 2009 / 238224 / 1 bucată(ăţi) / 6"" / Brown / No / No / Lacquer, Matt / Bubinga / No / Chrome",4.9 din 5 stele din 16 evaluări ale clienților,2999.00,2999.00,în stoc,https://www.thomann.de/ro/tama_pbc146_starphonic_bubinga.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Tama S.L.P. 14""x10"" Duo Snare","Ianuarie 2018 / 430345 / 1 bucată(ăţi) / 10"" / Natural / No / No / Lacquer, High Gloss / Birch / No / Chrome",4.3 din 5 stele din 6 evaluări ale clienților,1666.00,1666.00,în stoc,https://www.thomann.de/ro/tama_s_l_p._14_x10_duo_snare.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
"Ludwig 14""x6,5"" Universal Mahogany S.","Octombrie 2022 / 543419 / 1 bucată(ăţi) / 6,5"" / Natural / No / No / Lacquer, High Gloss / Mahogany / No / Chrome",4.5 din 5 stele din 2 evaluări ale clienților,2666.00,2666.00,în stoc,https://www.thomann.de/ro/ludwig_14_x65_universal_mahogany_s.htm?type=category,https://www.thomann.de/ro/tobe_mici_lemn_14_inci.html?pg=3
Meinl Classics Custom Extreme Set,"Februarie 2012 / 278516 / 1 bucată(ăţi) / 1x Hi-Hat, 1x Ride, 1x Crash / No / B12",4.8 din 5 stele din 10 evaluări ale clienților,3222.00,3222.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/meinl_classics_custom_extreme_set.htm?type=category,https://www.thomann.de/ro/seturi_de_cinele.html?pg=3
Meinl Byzance Sand Set Benny Greb,"Iulie 2012 / 289525 / 1 bucată(ăţi) / 1x Hi-Hat, 1x Ride, 1x Crash / No / B20",4.8 din 5 stele din 15 evaluări ale clienților,6699.00,6699.00,în stoc,https://www.thomann.de/ro/meinl_byzance_sand_set_benny_greb.htm?type=category,https://www.thomann.de/ro/seturi_de_cinele.html?pg=3
Meinl Byzance Dual Compl. Set Plus,"Ianuarie 2024 / 582156 / 1 bucată(ăţi) / 1x Hi-Hat, 1x Ride, 1x Crash / No / B20",,7499.00,7499.00,la cerere,https://www.thomann.de/ro/meinl_byzance_dual_compl_set_plus.htm?type=category,https://www.thomann.de/ro/seturi_de_cinele.html?pg=3
Meinl Byzance A.Choice Matt Halpern,"Ianuarie 2024 / 582122 / 1 bucată(ăţi) / 1x Hi-Hat, 1x Ride, 2x Crash / No / B20",,8999.00,8999.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/meinl_byzance_achoice_matt_halpern.htm?type=category,https://www.thomann.de/ro/seturi_de_cinele.html?pg=3
Meinl Byzance Tr. Polyphonic Compl.,"Ianuarie 2024 / 582170 / 1 bucată(ăţi) / 1x Hi-Hat, 1x Ride, 1x Crash / No / B20",,6999.00,6999.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/meinl_byzance_tr_polyphonic_compl.htm?type=category,https://www.thomann.de/ro/seturi_de_cinele.html?pg=3
Meinl Cajon Mallet Double,Ianuarie 2016 / 379436 / 1 bucată(ăţi) / Medium Soft / Foam rubber / Maple / Cajon,4.7 din 5 stele din 3 evaluări ale clienților,124.00,124.00,în stoc,https://www.thomann.de/ro/meinl_cajon_mallet_double.htm?type=category,https://www.thomann.de/ro/bete_maciuci_pt_percutie.html?pg=3
Meinl Cajon Mallet Small Head,Ianuarie 2016 / 379429 / 1 bucată(ăţi) / Medium Soft / Foam rubber / Maple / Cajon,4.0 din 5 stele din 3 evaluări ale clienților,84.00,84.00,în stoc,https://www.thomann.de/ro/meinl_cajon_mallet_small_head.htm?type=category,https://www.thomann.de/ro/bete_maciuci_pt_percutie.html?pg=3
"Kaufmann Multi Mallet ""Kaufmann"" 139","Octombrie 2009 / 237684 / 1 bucată(ăţi) / Wood, Hard Felt / Wood / Universal",4.4 din 5 stele din 5 evaluări ale clienților,273.00,273.00,în stoc,https://www.thomann.de/ro/kaufmann_multi_mallet_kaufmann_139.htm?type=category,https://www.thomann.de/ro/bete_maciuci_pt_percutie.html?pg=3
Terre Beater Shaman Mongolian Crow,August 2022 / 548158 / 1 bucată(ăţi) / Soft / Goatskin / Wood / Shaman Drum,2.5 din 5 stele din 2 evaluări ale clienților,214.00,214.00,în stoc,https://www.thomann.de/ro/terre_beater_shaman_mongolian_crow.htm?type=category,https://www.thomann.de/ro/bete_maciuci_pt_percutie.html?pg=3
