name,description,rating,price,,availability,product_url,listing_page_url
"Aquarian 12"" Modern Vintage II Coated","Martie 2018 / 435976 / 1 bucată(ăţi) / Natural / Double Ply / Textured, Coated / No / No",5.0 din 5 stele din 8 evaluări ale clienților,189.00,189.00,Disponibil in 2-3 Saptamani,https://www.thomann.de/ro/aquarian_12_modern_vintage_ii_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Response 2 Coated","Septembrie 2008 / 217696 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",4.9 din 5 stele din 31 evaluări ale clienților,111.00,111.00,în stoc,https://www.thomann.de/ro/aquarian_12_response_2_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Asapura 12"" ST-250T Tom Head",August 2025 / 616810 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / No / No,,86.00,86.00,în stoc,https://www.thomann.de/ro/asapura_12_st_250t_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Asapura 12"" S2-MC Tom Head","August 2025 / 616833 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",,86.00,86.00,în stoc,https://www.thomann.de/ro/asapura_12_s2_mc_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Response 2 Clear",Mai 2007 / 113477 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.7 din 5 stele din 26 evaluări ale clienților,111.00,111.00,în stoc,https://www.thomann.de/ro/aquarian_12_response_2_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Millenium 12"" Eminence Coated","Iunie 2022 / 522871 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",4.1 din 5 stele din 10 evaluări ale clienților,28.00,28.00,în stoc,https://www.thomann.de/ro/millenium_12_eminence_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Modern Vintage Coated","Mai 2021 / 512685 / 1 bucată(ăţi) / White / Single Ply / Textured, Coated / No / No",4.0 din 5 stele din 5 evaluări ale clienților,117.00,117.00,în stoc,https://www.thomann.de/ro/aquarian_12_modern_vintage_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Millenium 12"" Eminence Clear",Iunie 2022 / 522857 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.3 din 5 stele din 8 evaluări ale clienților,27.00,27.00,în stoc,https://www.thomann.de/ro/millenium_12_eminence_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"DW CC-12 12"" Coated/Clear",125404 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / Yes / No,4.7 din 5 stele din 39 evaluări ale clienților,111.00,111.00,în stoc,https://www.thomann.de/ro/dw_cc12_tomtomfell.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Super 2 Coated","Decembrie 2007 / 202829 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",4.9 din 5 stele din 30 evaluări ale clienților,111.00,111.00,în stoc,https://www.thomann.de/ro/aquarian_12_super_2_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Diplomat Fiberskyn Classic",Aprilie 2017 / 410954 / 1 bucată(ăţi) / Natural / Single Ply / Smooth / No / No,,170.00,170.00,în stoc,https://www.thomann.de/ro/remo_12_diplomat_fiberskyn_classic.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Asapura 12"" S2-MT Tom Head",August 2025 / 616844 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,,86.00,86.00,în stoc,https://www.thomann.de/ro/asapura_12_s2_mt_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Asapura 12"" S2-HT Tom Head",August 2025 / 616817 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,,86.00,86.00,în stoc,https://www.thomann.de/ro/asapura_12_s2_ht_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Asapura 12"" S2-HC Tom Head","August 2025 / 616825 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",,86.00,86.00,în stoc,https://www.thomann.de/ro/asapura_12_s2_hc_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Ambassador Clear Classic",Aprilie 2017 / 410943 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / No / No,5.0 din 5 stele din 4 evaluări ale clienților,114.00,114.00,în stoc,https://www.thomann.de/ro/remo_12_ambassador_clear_classic.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Starfire Tom Tom Chrome",August 2008 / 213299 / 1 bucată(ăţi) / Silver / Single Ply / Smooth / No / No,4.8 din 5 stele din 20 evaluări ale clienților,180.00,180.00,în stoc,https://www.thomann.de/ro/remo_12_starfire_tom_tom_chrome.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Kentville Drums 12"" Kangaroo Drum Head medium",Februarie 2020 / 483820 / 1 bucată(ăţi) / Natural / Nature / Natural / No / No,4.4 din 5 stele din 5 evaluări ale clienților,352.00,352.00,în stoc,https://www.thomann.de/ro/kentville_drums_12_kangaroo_drum_head_medium.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Classic Clear",Aprilie 2007 / 113466 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / No / No,4.8 din 5 stele din 69 evaluări ale clienților,92.00,92.00,în stoc,https://www.thomann.de/ro/aquarian_12_classic_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Yellow",Iunie 2018 / 436288 / 1 bucată(ăţi) / Yellow / Double Ply / Smooth / No / No,4.5 din 5 stele din 2 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_yellow.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor White Suede","Decembrie 2013 / 329300 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",5.0 din 5 stele din 10 evaluări ale clienților,115.00,115.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_white_suede.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Green",Iunie 2018 / 436296 / 1 bucată(ăţi) / Green / Double Ply / Smooth / No / No,4.9 din 5 stele din 10 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_green.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Super 2 Clear",Iunie 2007 / 113526 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.8 din 5 stele din 28 evaluări ale clienților,102.00,102.00,în stoc,https://www.thomann.de/ro/aquarian_12_super_2_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Blue",Iunie 2018 / 436307 / 1 bucată(ăţi) / Blue / Double Ply / Smooth / No / No,4.8 din 5 stele din 5 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_blue.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Clear A. Improta",Iulie 2019 / 462297 / 1 bucată(ăţi) / Graphic / Double Ply / Smooth / No / No,5.0 din 5 stele din 2 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_clear_a._improta.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Ambassador Smooth White",August 2017 / 419785 / 1 bucată(ăţi) / White / Single Ply / Smooth / No / No,5.0 din 5 stele din 4 evaluări ale clienților,114.00,114.00,în stoc,https://www.thomann.de/ro/remo_12_ambassador_smooth_white.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Smoke",Iunie 2018 / 436333 / 1 bucată(ăţi) / Gray / Double Ply / Smooth / No / No,4.9 din 5 stele din 8 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_smoke.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Aquarian 12"" Performance II Clear Dot",Noiembrie 2008 / 220280 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / Yes,4.6 din 5 stele din 74 evaluări ale clienților,127.00,127.00,în stoc,https://www.thomann.de/ro/aquarian_12_performance_ii_clear_dot.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Ambassador Black Suede","Mai 2009 / 230209 / 1 bucată(ăţi) / Black / Single Ply / Textured, Coated / No / No",4.9 din 5 stele din 13 evaluări ale clienților,185.00,185.00,în stoc,https://www.thomann.de/ro/remo_12_ambassador_black_suede.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Evans 12"" G12 Clear TomTom",Ianuarie 2009 / 222681 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / No / No,4.6 din 5 stele din 27 evaluări ale clienților,115.00,115.00,în stoc,https://www.thomann.de/ro/evans_12_g12_clear_tomtom.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Renaissance Ambassador",Iulie 2002 / 156223 / 1 bucată(ăţi) / Natural / Single Ply / Smooth / No / No,4.8 din 5 stele din 10 evaluări ale clienților,188.00,188.00,în stoc,https://www.thomann.de/ro/remo_renaissance_12_tomfell.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Orange",Iunie 2018 / 436277 / 1 bucată(ăţi) / Orange / Double Ply / Smooth / No / No,4.9 din 5 stele din 10 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_orange.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Diplomat Coated","Iulie 2000 / 132792 / 1 bucată(ăţi) / White / Single Ply / Textured, Coated / No / No",5.0 din 5 stele din 19 evaluări ale clienților,111.00,111.00,în stoc,https://www.thomann.de/ro/remo_dipco12.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Red",Iunie 2018 / 436261 / 1 bucată(ăţi) / Red / Double Ply / Smooth / No / No,4.8 din 5 stele din 20 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_red.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Vintage A Coated","Februarie 2009 / 222357 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",4.8 din 5 stele din 45 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_vintage_a_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Remo 12"" Emperor Colortone Purple",Iunie 2019 / 463810 / 1 bucată(ăţi) / Lila / Double Ply / Smooth / No / No,4.9 din 5 stele din 9 evaluări ale clienților,120.00,120.00,în stoc,https://www.thomann.de/ro/remo_12_emperor_colortone_purple.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_12_inci.html?pg=2
"Asapura 13"" S2-HC Tom Head","August 2025 / 616826 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",,102.00,102.00,în stoc,https://www.thomann.de/ro/asapura_13_s2_hc_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Asapura 13"" S2-MT Tom Head",August 2025 / 616845 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,,97.00,97.00,în stoc,https://www.thomann.de/ro/asapura_13_s2_mt_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Asapura 13"" ST-188C Snare/Tom Head","Mai 2025 / 609096 / 1 bucată(ăţi) / White / Single Ply / Textured, Coated / No / No",,97.00,97.00,în stoc,https://www.thomann.de/ro/asapura_13_st_188c_snare_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Asapura 13"" ST-250C Snare/Tom Head","Mai 2025 / 609174 / 1 bucată(ăţi) / White / Single Ply / Textured, Coated / No / No",5.0 din 5 stele din 1 evaluări ale clienților,97.00,97.00,Disponibil în câteva luni,https://www.thomann.de/ro/asapura_13_st_250c_snare_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Starfire Tom Tom Chrome",Iunie 2008 / 213300 / 1 bucată(ăţi) / Silver / Single Ply / Smooth / No / No,4.3 din 5 stele din 8 evaluări ale clienților,190.00,190.00,în stoc,https://www.thomann.de/ro/remo_13_starfire_tom_tom_chrome.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Aquarian 13"" Force Ten Clear",Martie 2013 / 298763 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.8 din 5 stele din 6 evaluări ale clienților,184.00,184.00,Disponibil în timp scurt (de obicei 2-5 zile),https://www.thomann.de/ro/aquarian_13_force_ten_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Aquarian 13"" Reflector Ice White",Mai 2019 / 465695 / 1 bucată(ăţi) / White / Double Ply / Smooth / No / No,,178.00,178.00,în stoc,https://www.thomann.de/ro/aquarian_13_reflector_ice_white.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Aquarian 13"" Super 2 Clear",Iunie 2007 / 113529 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.7 din 5 stele din 10 evaluări ale clienților,109.00,109.00,în stoc,https://www.thomann.de/ro/aquarian_13_super_2_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Diplomat Fiberskyn Classic",Aprilie 2017 / 410955 / 1 bucată(ăţi) / Natural / Single Ply / Smooth / No / No,5.0 din 5 stele din 1 evaluări ale clienților,175.00,175.00,în stoc,https://www.thomann.de/ro/remo_13_diplomat_fiberskyn_classic.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Asapura 13"" ST-188T Tom Head",August 2025 / 616801 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / No / No,,92.00,92.00,în stoc,https://www.thomann.de/ro/asapura_13_st_188t_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Asapura 13"" TE-00C Tom Head","August 2025 / 616855 / 1 bucată(ăţi) / White / Single Ply / Textured, Coated / No / No",,235.00,235.00,în stoc,https://www.thomann.de/ro/asapura_13_te_00c_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Emperor White Smooth",Decembrie 2006 / 108122 / 1 bucată(ăţi) / White / Double Ply / Smooth / No / No,4.8 din 5 stele din 8 evaluări ale clienților,115.00,115.00,în stoc,https://www.thomann.de/ro/remo_13_emperor_white_smooth.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Renaissance Emperor",Iulie 2002 / 156271 / 1 bucată(ăţi) / Natural / Double Ply / Smooth / No / No,5.0 din 5 stele din 2 evaluări ale clienților,193.00,193.00,Disponibil in 1-2 Saptamani,https://www.thomann.de/ro/remo_renaissance_emp13.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Asapura 13"" ST-250T Tom Head",August 2025 / 616809 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / No / No,,92.00,92.00,în stoc,https://www.thomann.de/ro/asapura_13_st_250t_tom_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Emperor Colortone Orange",Iunie 2018 / 436278 / 1 bucată(ăţi) / Orange / Double Ply / Smooth / No / No,4.7 din 5 stele din 3 evaluări ale clienților,125.00,125.00,în stoc,https://www.thomann.de/ro/remo_13_emperor_colortone_orange.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"RTOM LVMH13 13"" Mesh Drum Head",Aprilie 2023 / 565176 / 1 bucată(ăţi) / Black / Mesh Head / Mesh Head / No / Yes,,153.00,153.00,în stoc,https://www.thomann.de/ro/rtom_lvmh13_13_mesh_drum_head.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Emperor Colortone Yellow",Iunie 2018 / 436289 / 1 bucată(ăţi) / Yellow / Double Ply / Smooth / No / No,5.0 din 5 stele din 1 evaluări ale clienților,125.00,125.00,în stoc,https://www.thomann.de/ro/remo_13_emperor_colortone_yellow.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Millenium 13"" Eminence Clear",Iunie 2022 / 522858 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.0 din 5 stele din 5 evaluări ale clienților,30.00,30.00,în stoc,https://www.thomann.de/ro/millenium_13_eminence_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Emperor Colortone Smoke",Iunie 2018 / 436334 / 1 bucată(ăţi) / Gray / Double Ply / Smooth / No / No,4.7 din 5 stele din 3 evaluări ale clienților,125.00,125.00,în stoc,https://www.thomann.de/ro/remo_13_emperor_colortone_smoke.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Aquarian 13"" Response 2 Clear",Aprilie 2007 / 113478 / 1 bucată(ăţi) / Transparent / Double Ply / Smooth / No / No,4.9 din 5 stele din 11 evaluări ale clienților,122.00,122.00,în stoc,https://www.thomann.de/ro/aquarian_13_response_2_clear.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Remo 13"" Emperor Colortone Green",Iunie 2018 / 436297 / 1 bucată(ăţi) / Green / Double Ply / Smooth / No / No,4.7 din 5 stele din 6 evaluări ale clienților,125.00,125.00,în stoc,https://www.thomann.de/ro/remo_13_emperor_colortone_green.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"DW CC-13 13"" Coated/Clear",Ianuarie 2001 / 146011 / 1 bucată(ăţi) / Transparent / Single Ply / Smooth / Yes / No,4.4 din 5 stele din 7 evaluări ale clienților,117.00,117.00,în stoc,https://www.thomann.de/ro/dw_cc13_tomfell.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Aquarian 13"" Deep Vintage II Coated","Martie 2018 / 434418 / 1 bucată(ăţi) / White / Double Ply / Textured, Coated / No / No",5.0 din 5 stele din 3 evaluări ale clienților,199.00,199.00,Disponibil in 2-3 Saptamani,https://www.thomann.de/ro/aquarian_13_deep_vintage_ii_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Millenium 13"" Admiral Coated","Iunie 2022 / 452988 / 1 bucată(ăţi) / White / Single Ply / Textured, Coated / No / No",4.8 din 5 stele din 5 evaluări ale clienților,28.00,28.00,în stoc,https://www.thomann.de/ro/millenium_13_admiral_coated.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Kentville Drums 13"" Kangaroo Drum Head medium",Februarie 2020 / 483893 / 1 bucată(ăţi) / Natural / Nature / Natural / No / No,4.0 din 5 stele din 4 evaluări ale clienților,399.00,399.00,Disponibil in 1-2 Saptamani,https://www.thomann.de/ro/kentville_drums_13_kangaroo_drum_head_medium.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
"Kentville Drums 13"" Kangaroo Drum Head heavy",Februarie 2020 / 483895 / 1 bucată(ăţi) / Natural / Nature / Natural / No / No,4.7 din 5 stele din 3 evaluări ale clienților,399.00,399.00,în stoc,https://www.thomann.de/ro/kentville_drums_13_kangaroo_drum_head_heavy.htm?type=category,https://www.thomann.de/ro/fete_de_tom-uri_13_inci.html?pg=2
